name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Atbasar kazakhstan,2017-11-11,0.9,-3.5,-1.4,0.9,-6.1,-3,-4.1,82.4,0,0,0,,0,2.7,11.9,14.4,215.6,1032.4,66.3,20,61.5,5.3,3,,2017-11-11T08:38:35,2017-11-11T17:41:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-12,2.7,-3.7,-1.1,0.6,-8.4,-4,-3.8,82.3,0,0,0,,0,2.5,20.2,14.4,159,1029.7,90.3,20,43.2,3.7,2,,2017-11-12T08:40:21,2017-11-12T17:40:23,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"35078099999,remote"
Atbasar kazakhstan,2017-11-13,2.4,-1.1,0.3,0.6,-4,-1.5,-2.4,82.6,0,0,0,,0,1,20.2,9.4,133.5,1023.6,93.3,20,42.2,3.6,2,,2017-11-13T08:42:06,2017-11-13T17:38:55,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"35078099999,remote"
Atbasar kazakhstan,2017-11-14,1.5,-0.6,0.4,0.7,-3,-1.2,-1.5,86.9,0.4,100,16.67,"rain,snow",0,0.5,17.3,10.1,84.3,1022.6,97,16,28.9,2.5,1,,2017-11-14T08:43:51,2017-11-14T17:37:29,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"35078099999,remote"
Atbasar kazakhstan,2017-11-15,1.2,-0.9,-0.1,0.3,-5.5,-3.1,-1.7,88.8,2.4,100,8.33,"rain,snow",0,2.9,25.9,14.4,73.2,1027.5,97.9,20,37,3.2,2,,2017-11-15T08:45:36,2017-11-15T17:36:05,0.89,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"35078099999,remote"
Atbasar kazakhstan,2017-11-16,0.4,-1.4,-0.4,-0.6,-6.2,-4.5,-2.4,86.5,0,0,0,,0,2.4,36.7,21.6,194.7,1030.1,99.8,14.7,20.9,1.8,1,,2017-11-16T08:47:20,2017-11-16T17:34:43,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"35078099999,remote"
Atbasar kazakhstan,2017-11-17,1.2,-0.6,0.3,-3.1,-6.9,-4.9,-1.5,88,0.9,100,29.17,"rain,snow",0.1,2.3,36,28.8,201.3,1023.1,99.8,2.3,14.1,1.4,1,,2017-11-17T08:49:03,2017-11-17T17:33:24,0.96,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-11-18,0.7,-4.2,-1.1,-3.5,-9.4,-5.7,-2.7,89.2,6,100,8.33,"rain,snow",0,5.8,33.8,21.6,283,1019.2,91.9,20,41.3,3.7,2,,2017-11-18T08:50:45,2017-11-18T17:32:07,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"35078099999,remote"
Atbasar kazakhstan,2017-11-19,-0.6,-7.9,-2.9,-5,-14.1,-7.7,-4.8,87.1,0,0,0,"rain,snow",7.2,6.7,35.6,21.6,248.9,1031.7,80.6,16,44.4,3.8,2,,2017-11-19T08:52:27,2017-11-19T17:30:53,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-20,-0.9,-7.4,-3,-5.1,-12.2,-7.6,-4.9,87,0,0,0,"rain,snow",0.1,7.1,23,21.6,223,1036.9,58.3,20,51.2,4.5,2,,2017-11-20T08:54:08,2017-11-20T17:29:41,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-21,-2.7,-12.9,-7.7,-6.5,-19.1,-12.2,-9.1,89.3,0,0,0,,0,7.3,19.4,14.4,162.1,1035.4,45.2,20,58.2,5.2,3,,2017-11-21T08:55:48,2017-11-21T17:28:32,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-22,-1.2,-8.8,-5,-5.2,-13.7,-9.4,-7.3,83.6,0,0,0,,0,7.4,22,14.4,135.6,1030.3,78,20,44.4,3.8,2,,2017-11-22T08:57:27,2017-11-22T17:27:26,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-23,-0.2,-9.1,-5.6,-4,-14.1,-9.7,-8.4,80.8,0,0,0,,0,7.4,21.2,14.4,105.6,1026.1,14.1,20,56.6,4.7,3,,2017-11-23T08:59:04,2017-11-23T17:26:22,0.16,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-24,0.9,-11.9,-6.4,-2.3,-16.4,-10.3,-9.5,78.8,0,0,0,,0,7.2,19.8,11.9,104.5,1022.9,4.9,20,55.7,4.7,3,,2017-11-24T09:00:41,2017-11-24T17:25:21,0.19,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-25,-2,-13.2,-8.9,-3.9,-20,-12,-10.9,85.6,0,0,0,,0,6.6,17.6,12.6,98.7,1019.1,65,20,51.5,4.4,2,,2017-11-25T09:02:16,2017-11-25T17:24:22,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-26,-6.6,-11.6,-9,-11.6,-18.2,-16.2,-11.4,82.5,0,0,0,,0,6.4,37.8,36,70.2,1026.8,67,20,44.9,3.9,2,,2017-11-26T09:03:50,2017-11-26T17:23:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-27,-5.4,-11.1,-8.4,-5.9,-18,-13.2,-10.8,82.8,0,0,0,,0,6.4,29.2,21.6,81.5,1033.8,89.7,20,24.5,2.1,1,,2017-11-27T09:05:22,2017-11-27T17:22:35,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-28,-7.2,-15.9,-11.1,-10.2,-19.9,-15.2,-13.1,85.5,0,0,0,,0,6.3,15.5,9.4,43.7,1035.9,32.9,15.3,52.9,4.5,3,,2017-11-28T09:06:53,2017-11-28T17:21:45,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-29,-4.6,-10.1,-8,-10,-16.5,-13.6,-10.2,84.7,0,0,0,,0,6.1,24.1,14.4,69,1033.1,75.2,20,50.7,4.4,3,,2017-11-29T09:08:23,2017-11-29T17:20:59,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-11-30,-7,-14.8,-10.1,-10.8,-18.3,-14.9,-11.7,87.5,0.3,100,12.5,snow,0,6.5,21.6,13,62.5,1030.5,84.6,20,29.2,2.5,2,,2017-11-30T09:09:50,2017-11-30T17:20:15,0.39,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-01,-6.3,-10.8,-8.1,-9.9,-16.8,-13.4,-9.4,90.3,0.4,100,4.17,snow,0,6.3,22.7,14.4,41.4,1032.8,98.1,20,24.2,1.9,1,,2017-12-01T09:11:16,2017-12-01T17:19:35,0.42,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-02,-6.6,-15.7,-10.7,-10.1,-21,-16.4,-12.5,86.2,0,0,0,snow,7,6.3,26.3,21.6,35.6,1039.3,69,20,30.7,2.6,2,,2017-12-02T09:12:40,2017-12-02T17:18:58,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-03,-10.1,-19.4,-15.1,-10.1,-26.5,-19,-16.7,87.8,0,0,0,,0,6.5,16.6,12.6,47.8,1043.8,19,6.8,47.4,4,2,,2017-12-03T09:14:02,2017-12-03T17:18:24,0.5,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-04,-6.6,-18.6,-11.5,-13.6,-25.9,-18.2,-13,89.2,0,0,0,,0,6.4,36.7,28.8,219.4,1041.1,68.4,11.3,36.2,3,2,,2017-12-04T09:15:22,2017-12-04T17:17:53,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-05,-5.8,-9.8,-7.6,-11.4,-17.1,-14.3,-9.4,87.1,0.2,100,4.17,snow,0,6.8,37.4,28.8,234.6,1035.5,89.4,20,31.8,2.9,2,,2017-12-05T09:16:39,2017-12-05T17:17:26,0.55,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-06,-5.1,-11.2,-7.7,-8.7,-16.5,-12.2,-9.4,87.7,0,0,0,snow,8,7.4,20.9,21.6,239.8,1034.8,66.3,17.5,39.8,3.4,2,,2017-12-06T09:17:55,2017-12-06T17:17:02,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-07,-6.9,-17.8,-13.4,-11.4,-23.8,-17.7,-15,87.7,0,0,0,,0,7.6,22,12.6,120.6,1033.2,62.2,15.3,41.1,3.6,2,,2017-12-07T09:19:08,2017-12-07T17:16:41,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-08,-4.2,-13.8,-9.3,-10.7,-21.9,-16.4,-12,80.8,0,0,0,,0,7.6,37.8,21.6,114.7,1020.7,87.6,20,40.8,3.5,2,,2017-12-08T09:20:19,2017-12-08T17:16:24,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-09,-1.9,-5.4,-3.9,-8.2,-12,-10.4,-6.5,82.7,0.3,100,12.5,snow,0,7.3,44.3,36,171.6,1008.2,94.1,16,25,2.2,1,,2017-12-09T09:21:27,2017-12-09T17:16:10,0.69,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-10,-4.8,-11.5,-7.4,-11.1,-16.6,-14.1,-9.1,87.5,0.3,100,4.17,snow,0.7,7.8,37.8,36,188.3,1013.2,99.7,4,24.5,2.1,1,,2017-12-10T09:22:33,2017-12-10T17:15:59,0.75,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-11,-8.8,-15.6,-11.6,-15.2,-23.5,-18,-13.4,85.9,1.2,100,8.33,snow,0,8.2,35.3,21.6,282.3,1025.5,80.2,20,24.3,2.1,1,,2017-12-11T09:23:36,2017-12-11T17:15:52,0.76,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-12,-14.3,-22.4,-18.3,-16.3,-28.6,-23.4,-20,86.2,0,0,0,snow,8,7.7,17.6,10.1,15.4,1036,66.5,8,36.9,3.1,2,,2017-12-12T09:24:36,2017-12-12T17:15:48,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-13,-17.3,-24.5,-20.5,-22.3,-30.2,-26.6,-22.8,82.3,0,0,0,,0,7.7,20.2,11.5,86.1,1045.7,81.8,15.5,28.5,2.3,1,,2017-12-13T09:25:34,2017-12-13T17:15:48,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-14,-16,-25.9,-21.3,-19,-32.3,-26.5,-23.6,81.3,0,0,0,,0,7.7,18.4,10.4,92.6,1048.3,9.6,20,45.5,3.9,2,,2017-12-14T09:26:29,2017-12-14T17:15:51,0.86,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-15,-14.5,-26.4,-22.1,-19,-35.9,-28.1,-24.4,81.5,0,0,0,,0,7.7,17.3,13.3,85.4,1048.2,16,20,46.1,4.1,2,,2017-12-15T09:27:21,2017-12-15T17:15:58,0.9,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-16,-15.2,-27.2,-22.9,-16.3,-36.9,-29.8,-25.3,80.7,0,0,0,,0,7.7,18,13,49,1045.7,21.7,20,46.5,4.1,2,,2017-12-16T09:28:10,2017-12-16T17:16:08,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-17,-13.3,-24.9,-20.4,-18.4,-32.7,-26.8,-24,73,0,0,0,,0,7.7,18.4,10.8,54,1045.1,0,20,45.8,4.1,2,,2017-12-17T09:28:55,2017-12-17T17:16:22,0.97,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-18,-12.6,-24.5,-19.7,-16.1,-32.4,-25.7,-23.6,70.9,0,0,0,,0,7.7,17.3,14.4,57.2,1043.9,0,20,45.4,3.9,2,,2017-12-18T09:29:38,2017-12-18T17:16:39,0,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-19,-11.3,-24.8,-19.7,-15.7,-32.6,-25.6,-23.6,71.5,0,0,0,,0,7.7,18.7,10.1,46,1038.5,0,20,44.6,3.8,2,,2017-12-19T09:30:18,2017-12-19T17:17:00,0.03,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-20,-14.6,-26.2,-21,-14.6,-35.7,-26.8,-24.6,72.9,0,0,0,,0,7.7,17.3,14.4,338.2,1035.6,2,20,45.1,3.8,2,,2017-12-20T09:30:54,2017-12-20T17:17:23,0.07,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-21,-10.4,-24.9,-17.4,-14.6,-33.9,-23.2,-21.2,72.7,0,0,0,,0,7.7,20.2,14.4,250.3,1036,23.5,20,43.4,3.7,2,,2017-12-21T09:31:27,2017-12-21T17:17:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-22,-10.2,-19.8,-15.5,-16,-28.7,-22.2,-19.5,71.6,0,0,0,,0,7.7,21.2,14.4,225.3,1035.8,16.8,20,41.9,3.6,2,,2017-12-22T09:31:57,2017-12-22T17:18:21,0.13,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-23,-9.1,-23.7,-15.3,-13.5,-31.9,-21,-18,79.8,0,0,0,,0,7.6,27.4,21.6,157.8,1027,68.8,15.5,32,2.7,2,,2017-12-23T09:32:24,2017-12-23T17:18:56,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-24,-6.4,-11,-8.2,-8.1,-15.5,-11.9,-9.7,88.4,2.2,100,8.33,snow,0.3,9.2,20.5,14.4,109.2,1012.4,98.6,9.3,25.8,2.3,1,,2017-12-24T09:32:47,2017-12-24T17:19:33,0.2,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-25,-6.3,-12,-9.3,-8,-17.1,-13.7,-11,87.8,5,100,8.33,snow,0.7,12.4,18.4,14.4,317.5,999.2,97.9,20,32.6,2.8,2,,2017-12-25T09:33:07,2017-12-25T17:20:13,0.24,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-26,-3.3,-10.7,-6.2,-10.4,-16.4,-13.2,-7.9,87.9,2,100,4.17,snow,0.4,13.6,57.6,50.4,207.2,999.2,93.8,13.7,32.6,2.7,2,,2017-12-26T09:33:23,2017-12-26T17:20:57,0.25,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-27,-5.8,-18.6,-12.7,-13.2,-29.1,-21.9,-15.1,82.4,0.8,100,8.33,snow,0,11.1,44.3,43.2,245.6,1013.2,94,20,32.6,2.8,2,,2017-12-27T09:33:37,2017-12-27T17:21:44,0.3,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-28,0.7,-19,-6.9,-4.3,-19.6,-11.7,-8.3,89.8,1,100,37.5,"rain,snow",0.6,9.5,42.8,28.8,219.4,1029.7,94.9,4,14.8,1.2,1,,2017-12-28T09:33:46,2017-12-28T17:22:34,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-29,0.5,-13.7,-5.1,-5.2,-19.2,-11.2,-7.3,84.3,0.8,100,8.33,"rain,snow",0.6,9,64.8,50.4,229.2,1031.9,55.1,20,42.3,3.6,2,,2017-12-29T09:33:52,2017-12-29T17:23:27,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2017-12-30,-7.1,-18.3,-12.7,-7.1,-23.2,-14.8,-14.7,85.2,0,0,0,snow,9,8.6,19.1,10.8,101.9,1037.3,60.3,11,37.7,3.3,2,,2017-12-30T09:33:55,2017-12-30T17:24:23,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2017-12-31,-6.7,-12.8,-9.6,-7.3,-19.2,-14.9,-11.2,88,0,0,0,,0,8.7,26.6,14.8,106.8,1041,64.1,12,30.8,2.7,1,,2017-12-31T09:33:55,2017-12-31T17:25:22,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-01,-12.5,-20.8,-16.3,-14.9,-24.5,-20.5,-18.3,84.2,0,0,0,,0,8.9,25.2,14.4,105.4,1042.6,9.6,20,0,0,0,,2018-01-01T09:33:51,2018-01-01T17:26:24,0.47,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-02,-10,-18,-13.9,-17.1,-25.7,-20.6,-19.4,63.5,0,0,0,,0,8.7,27.4,21.6,104,1037,76.2,20,43.9,2.4,2,,2018-01-02T09:33:43,2018-01-02T17:27:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-03,-12.1,-22.8,-15.6,-19.3,-29.1,-23.3,-20.4,66.9,0,0,0,,0,8.7,27.4,21.6,101.8,1034.8,42.8,20,48.6,4.2,2,,2018-01-03T09:33:32,2018-01-03T17:28:36,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-04,-15.6,-26.5,-21.5,-20.7,-31.9,-27.7,-25.5,70.1,0,0,0,,0,8.7,19.4,11.9,90.4,1038.4,5,20,50.5,4.3,3,,2018-01-04T09:33:18,2018-01-04T17:29:46,0.57,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-05,-19.2,-28,-24.1,-22.3,-36.6,-29.9,-27.9,70.9,0,0,0,,0,8.7,19.1,11.2,85.1,1040.2,0,20,51.5,4.4,3,,2018-01-05T09:33:01,2018-01-05T17:30:59,0.61,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-06,-17.8,-28.9,-24.3,-19.8,-38.1,-29.8,-28.1,70.8,0,0,0,,0,8.7,16.2,10.4,84.7,1038.6,0,20,51.1,4.4,3,,2018-01-06T09:32:40,2018-01-06T17:32:14,0.64,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-07,-17.2,-28.7,-24,-20.5,-37.1,-30.3,-27.8,71.1,0,0,0,,0,8.6,17.3,11.5,100.7,1035.7,8.7,20,52.9,4.6,3,,2018-01-07T09:32:16,2018-01-07T17:33:31,0.67,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-08,-13.8,-24.4,-19.2,-20.7,-32.5,-26.2,-22.2,76.9,0,0,0,,0,8.5,34.6,21.6,187.5,1026.4,44.9,20,49,4.2,2,,2018-01-08T09:31:48,2018-01-08T17:34:51,0.71,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-09,-5.3,-12.1,-7.6,-11.1,-22.1,-15.3,-9.3,87.3,2,100,4.17,snow,0.1,9,45.4,36,220.2,1019.6,97,20,26.1,2.2,1,,2018-01-09T09:31:17,2018-01-09T17:36:12,0.75,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2018-01-10,-1.2,-5.5,-3.4,-6.1,-12.8,-8.7,-4.4,92.5,0.7,100,8.33,"rain,snow",2.3,10.1,34.2,28.8,191.3,1011.1,99.6,2,20.9,1.7,1,,2018-01-10T09:30:44,2018-01-10T17:37:37,0.77,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2018-01-11,-0.4,-14.4,-9.3,-6.4,-27.8,-18.7,-11.1,86.4,9,100,8.33,"rain,snow",2.8,12.2,69.5,57.6,229.9,1006,99.5,0.3,31.5,2.6,2,,2018-01-11T09:30:06,2018-01-11T17:39:03,0.81,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2018-01-12,-12.8,-23,-16.8,-21.5,-30.8,-25.5,-19.5,79.8,3,100,4.17,snow,0.2,14.6,57.6,50.4,249,1022.6,75.1,20,45.1,3.9,2,,2018-01-12T09:29:26,2018-01-12T17:40:31,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2018-01-13,-22,-27.5,-24.9,-29.2,-37,-32.9,-27.9,76.3,0,0,0,,0,17.6,22.7,14.4,279.7,1030.3,66.7,11.5,46.5,4,2,,2018-01-13T09:28:43,2018-01-13T17:42:01,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-14,-23.6,-30.1,-27.1,-32.9,-41.6,-36.4,-30.3,74.5,0,0,0,,0,17.7,23.8,21.6,235.9,1034.5,35.5,20,57.3,4.9,3,,2018-01-14T09:27:57,2018-01-14T17:43:32,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-15,-21.1,-27.4,-24.1,-28.5,-40.3,-32.3,-27.2,75.1,0,0,0,,0,18.7,19.1,21.6,245.4,1033,65.1,20,53.9,4.6,3,,2018-01-15T09:27:07,2018-01-15T17:45:06,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2018-01-16,-19,-23.9,-21.1,-26.5,-33.7,-29.6,-23.8,78.8,0.3,100,8.33,snow,0,20.3,21.6,21.6,245,1032.4,95.1,20,35.9,3.1,2,,2018-01-16T09:26:15,2018-01-16T17:46:41,0.97,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
