name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"petropavlovsk, kazakhstan",2017-12-15,-12.9,-21.5,-18.4,-16.5,-29.6,-24.3,-21.1,79.3,0,0,0,,0,8.4,21.2,14.4,185.2,1045.9,68.3,10,30.9,2.7,2,,2017-12-15T09:41:27,2017-12-15T16:55:30,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-16,-13.4,-24,-19.3,-18.1,-30.5,-24.4,-21.9,79.7,0,0,0,,0,8.2,16.6,10.8,202.3,1044.5,7.1,7.9,31,2.7,2,,2017-12-16T09:42:20,2017-12-16T16:55:36,0.93,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-17,-15.1,-26,-22.1,-20,-34.7,-27.8,-24.3,82.7,0,0,0,snow,7,7.4,18.4,12.6,146.3,1044.9,2,10,31.1,2.6,2,,2017-12-17T09:43:08,2017-12-17T16:55:47,0.97,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-18,-17.7,-27,-23.7,-17.7,-35.9,-28.9,-26.2,79.9,0,0,0,,0,6.4,18,21.6,135.7,1043.8,1.2,10,31.2,2.6,2,,2017-12-18T09:43:53,2017-12-18T16:56:02,0,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-19,-15.8,-28,-23.5,-15.8,-37.7,-29.2,-26.5,76.3,0,0,0,,0,5.6,16.6,14.4,148.6,1039.1,1.9,10,31.1,2.6,2,,2017-12-19T09:44:35,2017-12-19T16:56:21,0.03,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-20,-13,-27,-19.9,-21.1,-35.9,-26.8,-23.9,71.6,0,0,0,,0,5.8,26.3,18,219,1032.7,39.1,10,29.8,2.6,2,,2017-12-20T09:45:12,2017-12-20T16:56:44,0.07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-21,-6.8,-14.9,-10.1,-11.7,-21.6,-16.7,-12.2,84.5,0,0,0,,0,5.8,33.5,18.4,255.6,1029.6,81.9,6.7,14.5,1.2,1,,2017-12-21T09:45:46,2017-12-21T16:57:11,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-22,-6,-17,-10.6,-11.5,-25.2,-17.4,-13.2,81.2,0,0,0,,0,6.6,24.8,21.6,226.3,1029,66.8,10,25.7,2.3,2,,2017-12-22T09:46:16,2017-12-22T16:57:42,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-23,-7.3,-18,-11.4,-12.6,-25.1,-17.7,-14.3,79.2,0,0,0,,0,6.9,26.6,25.2,157.1,1022.9,68.3,10,30.5,2.6,2,,2017-12-23T09:46:42,2017-12-23T16:58:16,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-24,-7.9,-15.4,-10.8,-9.6,-18.8,-15.3,-12.4,88.4,0.3,100,12.5,snow,0,7.1,24.5,18,190.7,1011.9,82.5,8.7,16.1,1.4,1,,2017-12-24T09:47:04,2017-12-24T16:58:55,0.2,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-25,-10.3,-18,-12.4,-10.3,-23.4,-16.2,-13.7,89.8,2,100,4.17,snow,0.2,8.6,15.8,10.8,331.1,999.4,83.8,6.3,20.2,1.8,1,,2017-12-25T09:47:22,2017-12-25T16:59:37,0.24,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-26,-8,-16,-11.9,-13.6,-20.3,-16.4,-13.3,89.3,1.6,100,8.33,snow,0.5,10.1,18,13.3,126.4,996.4,89.5,6.5,15.2,1.4,1,,2017-12-26T09:47:36,2017-12-26T17:00:24,0.25,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-27,-5.4,-18.5,-12.9,-8.8,-27,-20.2,-14.6,86.5,1.4,100,8.33,snow,0.7,12.7,35.3,21.6,240.5,1006,82.2,7,20.8,1.7,1,,2017-12-27T09:47:46,2017-12-27T17:01:14,0.3,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-28,-2,-23.1,-15.1,-6.8,-31.2,-21.5,-16.9,86.2,0.7,100,4.17,snow,0,13.5,27.7,15.5,196.9,1024.8,56,8.3,28.1,2.6,2,,2017-12-28T09:47:53,2017-12-28T17:02:07,0.34,"Snow, Partially cloudy",Becoming cloudy in the afternoon with early morning snow.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-29,1.5,-1.9,0.6,0.9,-6.3,-2.8,0,95.5,0.4,100,4.17,"rain,snow",0,12.1,29.9,18,244,1025.1,89.8,9.2,15.2,1.4,1,,2017-12-29T09:47:55,2017-12-29T17:03:04,0.37,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-30,-0.8,-13.3,-7.4,-0.8,-13.3,-8.1,-8.3,93.2,0,0,0,snow,9,10.3,10.8,10.8,252.2,1036.4,93.7,0.6,16.6,1.5,1,,2017-12-30T09:47:53,2017-12-30T17:04:05,0.4,Overcast,Cloudy skies throughout the day.,fog,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2017-12-31,-4.9,-13.1,-7.3,-6,-16.2,-10.3,-8.3,92.5,0,0,0,,0,10,24.8,11.9,142.2,1041.3,98.6,9.9,13.8,1.2,1,,2017-12-31T09:47:47,2017-12-31T17:05:10,0.44,Overcast,Cloudy skies throughout the day.,cloudy,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-01,-10.4,-18,-14,-15.4,-25.1,-19.6,-15.9,85.8,0,0,0,,0,9.5,24.1,18,126.5,1041.4,17.6,10,0,0,0,,2018-01-01T09:47:38,2018-01-01T17:06:17,0.47,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-02,-12.2,-20,-16,-20.7,-31.6,-25.4,-19.4,75.1,0,0,0,snow,0.4,8.8,36.7,28.8,121.3,1037,66.7,10,29.7,1.8,2,,2018-01-02T09:47:24,2018-01-02T17:07:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-03,-13.3,-21.6,-16,-22.1,-30.9,-25.8,-20.1,70.9,0,0,0,snow,0.2,9.8,37.4,36,127.8,1036.4,69.2,10,28.8,2.5,2,,2018-01-03T09:47:06,2018-01-03T17:08:42,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-04,-18.1,-28,-22.9,-22.4,-38.7,-30.6,-26.8,70.4,0,0,0,,0,10.1,25.6,14.4,132.4,1038.5,0.5,10,34.6,2.9,2,,2018-01-04T09:46:45,2018-01-04T17:09:59,0.57,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-05,-15.3,-27.3,-21.9,-16,-37.4,-27.7,-25.8,70.6,0,0,0,,0,10.2,15.8,18,143.8,1039.1,0,10,35.4,2.9,2,,2018-01-05T09:46:20,2018-01-05T17:11:20,0.61,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-06,-15,-28,-22.7,-15,-35.1,-26.2,-26.9,68.9,0,0,0,,0,10.2,14,9,167,1037.6,0,10,35.8,2.9,2,,2018-01-06T09:45:51,2018-01-06T17:12:43,0.64,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-07,-13.5,-25.6,-20.5,-18.2,-32.9,-26.6,-24.6,70,0,0,0,,0,10.1,19.8,14.4,133.6,1033.5,8.7,10,36,3,2,,2018-01-07T09:45:18,2018-01-07T17:14:09,0.67,Clear,Clear conditions throughout the day.,clear-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-08,-11.6,-21.1,-15.7,-18.5,-28.5,-22.9,-20,69.4,0,0,0,,0,11.5,39.2,32.4,166,1020.2,64.1,10,34.5,2.9,2,,2018-01-08T09:44:42,2018-01-08T17:15:38,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-09,-7.7,-11.6,-9.6,-14.5,-20.6,-17.9,-12.7,78.4,1,100,4.17,snow,0,12.4,61.2,32.4,209.9,1011.5,37.1,10,35.7,3,2,,2018-01-09T09:44:02,2018-01-09T17:17:09,0.75,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-10,-9.9,-16.6,-13.3,-15.3,-22.4,-19.3,-15.2,85.2,0,0,0,,0,11.6,36,19.8,213.1,1011,77.6,10,33.7,2.9,2,,2018-01-10T09:43:18,2018-01-10T17:18:43,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-11,-11,-18.8,-14.2,-13.1,-27.1,-21.8,-16.3,84.5,0.4,100,4.17,snow,0.8,11.4,41.4,25.2,299.8,1002.4,96.6,7.8,17.8,1.5,1,,2018-01-11T09:42:31,2018-01-11T17:20:19,0.81,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-12,-17.6,-26,-23.1,-23,-37.4,-32.6,-26,77.2,0.5,100,8.33,snow,0,12.1,32,21.6,255.6,1017.3,83.7,10,31.8,2.8,2,,2018-01-12T09:41:40,2018-01-12T17:21:58,0.84,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"28676099999,remote,UACP"
"petropavlovsk, kazakhstan",2018-01-13,-20,-25.2,-22.3,-26.3,-34.1,-30.5,-25.2,77.3,0.9,100,4.17,snow,0.2,12.3,30.6,14.4,273.7,1024.7,58.9,10,37.9,3.3,2,,2018-01-13T09:40:46,2018-01-13T17:23:39,0.87,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"28676099999,remote,UACP"
