name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Atbasar kazakhstan,2020-12-13,-12.3,-20.4,-15.7,-19.3,-29.4,-23.2,-18.3,80.7,0.3,100,4.17,snow,0,12.9,24.5,14.4,249.3,1040.2,87.9,20,30.5,2.6,2,,2020-12-13T09:25:51,2020-12-13T17:15:49,0.95,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-14,-12.4,-21.9,-15.4,-18.7,-33.3,-22.7,-18.2,79.6,0,0,0,,0,12.9,21.2,21.6,251.4,1038.1,59.6,20,39.5,3.3,2,,2020-12-14T09:26:45,2020-12-14T17:15:53,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2020-12-15,-13.9,-23.4,-18.1,-18.5,-33.1,-24.7,-20.8,79.2,0,0,0,,0,13.1,18.4,14.4,243.9,1041,87.6,10.8,20.9,1.8,1,,2020-12-15T09:27:36,2020-12-15T17:16:01,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2020-12-16,-15.4,-20.1,-17.7,-16.9,-28.4,-24.4,-20.2,80.6,0,0,0,,0,13.2,23.4,14.4,220,1042.2,95.1,20,33.1,2.9,2,,2020-12-16T09:28:24,2020-12-16T17:16:12,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"35078099999,remote"
Atbasar kazakhstan,2020-12-17,-13.3,-20.9,-17.3,-20.7,-30.9,-25.6,-20.1,78.9,0,0,0,snow,12,13,29.9,21.6,209.8,1037.3,91.3,20,31.3,2.7,2,,2020-12-17T09:29:09,2020-12-17T17:16:27,0.08,Overcast,Cloudy skies throughout the day.,cloudy,"35078099999,remote"
Atbasar kazakhstan,2020-12-18,-9.4,-15.6,-12.3,-17.6,-25.6,-21.3,-15.8,74.8,0,0,0,snow,0.2,12.3,40,36,213.2,1025.9,80.8,20,34.9,3,2,,2020-12-18T09:29:51,2020-12-18T17:16:45,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2020-12-19,-9.8,-12.9,-11.3,-10.2,-21.1,-16.8,-14.5,77.6,2.7,100,33.33,snow,1.1,13.6,28.1,28.8,181.3,1018.1,97,15.5,21.1,1.8,1,,2020-12-19T09:30:30,2020-12-19T17:17:06,0.15,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-20,-10.1,-24.2,-17.7,-16.9,-36.8,-27.5,-21.1,74.4,7,100,8.33,snow,2.1,17.3,42.8,36,353.4,1028.6,72.2,20,29.7,2.5,1,,2020-12-20T09:31:05,2020-12-20T17:17:31,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-21,-19.6,-26.4,-22.7,-29.8,-38,-33.1,-26.4,71.6,0.4,100,4.17,snow,21.7,20.8,35.6,28.8,241.1,1041.1,48.3,20,41.3,3.6,2,,2020-12-21T09:31:38,2020-12-21T17:17:59,0.21,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-22,-15.8,-21.4,-18.4,-24.3,-35.4,-28.5,-22.4,71,0,0,0,snow,0.4,23.8,28.4,36,235.4,1035,80.8,20,38.8,3.3,2,,2020-12-22T09:32:07,2020-12-22T17:18:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2020-12-23,-12,-16.8,-14.5,-19,-28.2,-23.4,-17.8,75.8,0,0,0,,0,23.2,29.2,36,234.1,1029.2,84.9,20,26.3,2.2,1,,2020-12-23T09:32:32,2020-12-23T17:19:06,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2020-12-24,-10.3,-13.1,-11.6,-15.2,-23.8,-18.3,-14.2,81,0.4,100,16.67,snow,0,23.6,22.7,36,242.5,1025.9,91.6,13.5,28.7,2.4,2,,2020-12-24T09:32:55,2020-12-24T17:19:44,0.31,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-25,-7.6,-11.4,-9.6,-8.7,-18.2,-13.3,-11.9,83,0.7,100,8.33,snow,0.6,24.6,23.8,14.4,84.8,1030,99,14.7,21,1.7,1,,2020-12-25T09:33:14,2020-12-25T17:20:25,0.34,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-26,-11.8,-23,-17.1,-18.4,-29.3,-23.8,-20.7,73.5,0.5,100,4.17,snow,0,24.4,24.1,14.4,88.6,1038.4,82.2,20,33.3,2.9,2,,2020-12-26T09:33:29,2020-12-26T17:21:10,0.37,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-27,-21.2,-29.1,-25,-25.6,-36.4,-31.1,-28.9,70.1,0,0,0,snow,20,23.3,19.1,10.1,116.8,1044.6,42.4,20,45.4,3.9,2,,2020-12-27T09:33:41,2020-12-27T17:21:58,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2020-12-28,-9.2,-23.8,-16.1,-16.5,-30.6,-24.3,-18.9,79.6,0.4,100,16.67,snow,0,23.6,35.3,28.8,191.8,1037.4,96.6,20,29.9,2.4,2,,2020-12-28T09:33:50,2020-12-28T17:22:49,0.44,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-29,-9.5,-13.1,-10.6,-13.1,-21.1,-16.7,-12.8,83.8,0.7,100,4.17,snow,0.4,25,30.6,36,235,1031.7,94.7,20,24,2,1,,2020-12-29T09:33:56,2020-12-29T17:23:43,0.47,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-30,-10.3,-26.6,-18.1,-15.7,-37,-25.4,-21.1,77.1,0.4,100,4.17,snow,0,25,20.2,14.4,290,1037.8,87.5,20,39.4,3.4,2,,2020-12-30T09:33:57,2020-12-30T17:24:39,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2020-12-31,-18.2,-27,-21.3,-18.9,-34,-24.9,-24.1,77.8,0.1,100,4.17,snow,0,24.9,11.5,10.8,236,1042.1,95.3,17.5,29.8,2.7,2,,2020-12-31T09:33:56,2020-12-31T17:25:39,0.54,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-01-01,-19.1,-28.8,-22.5,-19.1,-38.2,-26.9,-25.2,78.6,0.5,100,8.33,snow,0,23.4,11.9,10.8,27.5,1044.6,80.9,20,42.6,3.6,2,,2021-01-01T09:33:51,2021-01-01T17:26:42,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-01-02,-24.4,-31.5,-28.3,-29.1,-39.2,-35.2,-31.8,72.2,0,0,0,snow,20,22,16.9,10.1,76.6,1051.8,30.7,20,46.9,4,2,,2021-01-02T09:33:43,2021-01-02T17:27:47,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-03,-27.3,-32.9,-29.7,-37.7,-42.3,-40,-33.3,71,0,0,0,,0,21.9,26.6,18,89.8,1056.8,67.4,20,48,4.2,2,,2021-01-03T09:33:31,2021-01-03T17:28:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-04,-21.3,-30,-25.2,-29.3,-41.1,-35.3,-29.2,69.5,0,0,0,,0,21.8,26.3,18,104.3,1054.9,87.7,20,31.3,2.8,2,,2021-01-04T09:33:16,2021-01-04T17:30:06,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-05,-18.2,-27.4,-22.1,-26.4,-38,-31.3,-26.4,68.1,0,0,0,,0,21.8,25.9,21.6,79.7,1050,86.2,20,42.6,3.6,2,,2021-01-05T09:32:57,2021-01-05T17:31:19,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-06,-21.4,-27.6,-25,-31.6,-38.3,-34.9,-29.1,68.6,0,0,0,,0,21.8,26.6,18,76.6,1048.4,14.7,20,50.8,4.4,3,,2021-01-06T09:32:36,2021-01-06T17:32:35,0.75,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-07,-26.7,-32.4,-29.3,-33.8,-42.3,-37.9,-33,70.2,0,0,0,,0,21.8,18.4,14.4,46,1048.8,7.1,20,52.2,4.4,3,,2021-01-07T09:32:11,2021-01-07T17:33:53,0.79,Clear,Clear conditions throughout the day.,clear-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-08,-25.3,-34.5,-31.2,-27.5,-42.1,-35.2,-34.6,71.6,0,0,0,,0,21.8,13.7,10.8,163.9,1048.1,46.9,20,51.8,4.4,3,,2021-01-08T09:31:42,2021-01-08T17:35:13,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-09,-13.2,-31.3,-23.8,-21.6,-39.5,-31.8,-28.1,67.5,0,0,0,,0,21.8,31.3,18.7,187.8,1042.3,88.4,20,38.4,3.2,2,,2021-01-09T09:31:11,2021-01-09T17:36:36,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-10,-7.5,-13.1,-10.1,-14.8,-22.8,-17.8,-14.5,70.2,0.7,100,20.83,snow,0.3,21.4,34.9,36,216.3,1027,99.6,20,26.3,2.2,1,,2021-01-10T09:30:36,2021-01-10T17:38:00,0.89,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-01-11,-7.3,-9,-7.9,-7.3,-16.7,-13.7,-10.6,81.3,0.4,100,4.17,snow,2.1,21.9,37.1,28.8,216.9,1015.7,99.5,8.7,15.8,1.3,1,,2021-01-11T09:29:58,2021-01-11T17:39:27,0.93,"Snow, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-01-12,-7.8,-21.3,-14.6,-16,-33.6,-23.9,-17.4,78.9,4,100,8.33,snow,2.3,22.2,50.4,36,2.1,1008.9,99.9,1,31.4,2.6,2,,2021-01-12T09:29:17,2021-01-12T17:40:55,0.97,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-01-13,-20,-26.6,-22.3,-20,-34.4,-28.9,-26.1,71.4,1.2,100,8.33,snow,0,25.4,29.9,25.2,338.6,1033.1,79.7,20,43.1,3.5,2,,2021-01-13T09:28:33,2021-01-13T17:42:26,0,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"35078099999,remote"
Atbasar kazakhstan,2021-01-14,-25,-33.3,-29.1,-28.4,-42.1,-37.2,-32.4,72.8,0,0,0,snow,27,27.9,22.3,13.7,87.1,1044.9,44.6,20,56.3,4.9,3,,2021-01-14T09:27:46,2021-01-14T17:43:58,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-15,-14.1,-29.3,-21.5,-22.7,-36.6,-31,-25.8,68.2,0,0,0,,0,28.5,30.6,21.6,124.1,1038.6,53.3,20,54.8,4.7,3,,2021-01-15T09:26:55,2021-01-15T17:45:32,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"35078099999,remote"
Atbasar kazakhstan,2021-01-16,-8.1,-14.1,-10.9,-14.5,-22.3,-18.2,-16,66.2,0,0,0,,0,28,31.7,21.6,163.5,1019.2,92.8,20,43.1,3.7,2,,2021-01-16T09:26:02,2021-01-16T17:47:07,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"35078099999,remote"
